Timestamp;pix_x_v;yaw_angvel_100
39302000;-1553;5467
39329000;-1478;6871
39356000;-2021;8995
39383000;-2104;9746
39410000;-3342;9227
39437000;-2261;7249
39464000;-1786;3429
39491000;-758;1042
39517000;-74;-507
39544000;251;-1301
39571000;460;-1526
39598000;408;-1368
39625000;332;-1233
39652000;401;-1154
39679000;379;-1252
39706000;342;-1410
39733000;340;-1392
39760000;458;-1374
39787000;515;-1386
39814000;441;-1490
39841000;411;-1575
39868000;531;-1606
39894000;564;-1710
39920000;461;-1612
39947000;475;-1337
39974000;353;-1276
40001000;406;-1331
40027000;334;-1386
40054000;479;-1465
40081000;492;-1703
40108000;524;-1966
40135000;582;-1978
40162000;426;-1984
40188000;483;-2033
40215000;464;-2002
40242000;722;-1972
40269000;691;-2344
40296000;984;-3107
40323000;835;-4297
40350000;1563;-5921
40377000;1197;-7313
40404000;1472;-7770
40431000;1759;-7459
40458000;1710;-6629
40484000;1209;-4981
40511000;1065;-3278
40538000;1016;-2204
40565000;396;-684
40591000;81;267
40618000;-84;267
40645000;-85;316
40672000;-86;371
40699000;-119;352
40725000;-133;438
40752000;-159;621
40779000;-164;713
40806000;-214;743
40833000;-206;835
40860000;-275;981
40887000;-311;1146
40914000;-330;1280
40940000;-431;1366
40966000;-333;1433
40993000;-435;1512
41019000;-475;1616
41046000;-502;1530
41073000;-422;1451
41100000;-459;1421
41127000;-333;1384
41154000;-378;1384
41181000;-296;1402
41208000;-374;1506
41234000;-413;1598
41261000;-462;1671
41288000;-567;1732
41315000;-547;1836
41342000;-415;1939
41369000;-613;1982
41394000;-410;2037
41421000;-602;1994
41447000;-609;2092
41474000;-564;2159
41501000;-683;2293
41527000;-698;2434
41554000;-698;2702
41581000;-872;3215
41608000;-794;4356
41635000;-1745;6096
41662000;-2094;7133
41689000;-2322;8293
41716000;-2422;7988
41743000;-2168;6792
41769000;-1572;2965
41796000;-415;-239
41823000;188;-1294
41850000;377;-1563
41877000;483;-1447
41904000;448;-1099
41930000;341;-977
41957000;351;-947
41984000;243;-1063
42011000;271;-1160
42038000;420;-1246
42065000;258;-1325
42092000;427;-1404
42119000;480;-1490
42146000;432;-1337
42172000;394;-1148
42199000;315;-1142
42226000;337;-1179
42253000;301;-1264
42280000;301;-1404
42307000;448;-1502
42334000;500;-1716
42361000;419;-1819
42388000;542;-1972
42415000;637;-2051
42441000;747;-2192
42468000;488;-2259
42493000;731;-2259
42520000;485;-2222
42547000;617;-2332
42574000;664;-2741
42600000;870;-3156
42627000;950;-3809
42654000;1007;-4169
42681000;1270;-4902
42708000;1473;-5750
42735000;1387;-6128
42762000;1305;-6226
42789000;1615;-6226
42816000;1514;-5512
42842000;1255;-4926
42869000;1185;-4127
42896000;1217;-3498
42923000;865;-2448
42950000;649;-1880
42977000;602;-1404
43003000;347;-904
43030000;198;-165
43057000;47;218
43083000;-85;157
43110000;-87;249
43137000;-83;243
43164000;-43;212
43191000;-77;224
43218000;-68;505
43245000;-216;737
43272000;-282;951
43299000;-408;1305
43326000;-371;1537
43353000;-381;1665
43380000;-646;1762
43407000;-569;1653
43432000;-463;1598
43459000;-437;1567
43485000;-416;1451
43512000;-409;1372
43539000;-451;1311
43566000;-316;1378
43593000;-387;1408
43620000;-434;1567
43647000;-483;1939
43674000;-608;2245
43701000;-555;2568
43728000;-801;2702
43754000;-914;2989
43781000;-744;3227
43807000;-1094;3392
43834000;-1240;3630
43861000;-1059;3874
43888000;-896;4405
43915000;-1593;5193
43942000;-1825;6218
43968000;-2365;6828
43995000;-1894;6810
44022000;-1546;5882
44049000;-1525;3984
44076000;-1071;1720
44103000;-247;5
44130000;85;-672
44157000;227;-934
44184000;171;-684
44211000;171;-532
44238000;131;-538
44265000;183;-550
44292000;114;-471
44319000;167;-538
44346000;113;-617
44372000;166;-800
44399000;250;-1148
44426000;457;-1465
44453000;569;-1734
44479000;417;-1758
44506000;504;-1710
44533000;479;-1520
44560000;373;-1124
44587000;323;-873
44614000;213;-513
44641000;111;-409
44668000;146;-416
44695000;142;-562
44721000;233;-837
44748000;209;-1148
44775000;383;-1612
44802000;554;-2161
44829000;964;-3168
44855000;937;-4206
44882000;1296;-5481
44909000;1333;-6421
44936000;1434;-7172
44963000;1425;-7215
44990000;1869;-7276
45017000;1318;-6775
45044000;1348;-5756
45071000;1597;-4847
45098000;1330;-3296
45124000;950;-1954
45151000;574;-1014
45178000;277;-306
45205000;0;139
45232000;0;11
45259000;0;41
45286000;0;35
45313000;0;23
45340000;0;-19
45367000;0;5
45394000;0;17
45421000;0;-13
45448000;0;-13
45475000;0;29
45502000;0;29
45528000;0;17
45555000;0;11
45582000;0;17
45608000;0;-7
45635000;0;-13
45662000;0;11
45689000;0;17
45716000;0;29
45742000;-43;29
45769000;0;35
45796000;0;5
45823000;0;5
45850000;0;17
45877000;0;17
45903000;0;11
45930000;0;23
45956000;0;17
45983000;0;11
46010000;0;35
46037000;0;17
46064000;0;17
46091000;0;11
46118000;0;-1
46145000;0;29
46172000;0;23
