Timestamp;yaw_angvel_10;pix_x_v_filter_10;tar_v_ronghe;tar_v_ronghe_filter;armor_sign
24549000;227;-189;-59;-31;1
24577000;205;-217;-43;-16;1
24605000;178;-169;-16;-16;1
24633000;157;-141;-4;-10;1
24661000;146;-126;-3;-16;1
24689000;141;-168;-52;-25;1
24717000;137;-188;-78;-34;1
24746000;128;-109;3;-6;1
24774000;127;-107;4;0;1
24803000;130;-105;9;5;1
24831000;141;-134;-12;2;1
24859000;153;-139;-6;0;1
24887000;174;-160;27;19;1
24916000;197;-219;-50;2;1
24944000;213;-166;22;4;1
24972000;221;-203;10;0;1
25000000;201;-155;23;0;1
25028000;164;-166;-26;-28;1
25056000;139;-159;-43;-23;1
25083000;131;-127;4;-11;1
25111000;129;-90;25;10;1
25139000;136;-118;0;5;1
25167000;142;-141;-19;-6;1
25195000;117;-126;-27;-17;1
25223000;51;-106;-70;-48;1
25251000;-18;-44;-68;-67;1
25279000;-92;24;-65;-67;1
25307000;-128;37;-86;-63;1
25335000;-140;99;-27;-34;1
25363000;-131;104;-7;-8;1
25391000;-117;107;5;1;1
25419000;-101;107;21;12;1
25447000;-88;52;-29;-2;1
25474000;-93;87;6;-8;1
25503000;-109;67;-32;-25;1
25531000;-124;114;6;-13;1
25559000;-144;116;-11;-3;1
25587000;-158;136;-1;-10;1
25615000;-173;126;-28;-19;1
25643000;-178;161;-21;-8;1
25671000;-192;164;-3;-10;1
25699000;-203;134;-58;-25;1
25727000;-231;206;5;-18;1
25755000;-244;193;-22;-19;1
25783000;-244;203;-8;-7;1
25810000;-250;210;-8;-7;1
25838000;-259;232;5;-7;1
25866000;-266;219;-14;0;1
25894000;-273;277;44;11;1
25922000;-271;218;-20;-20;1
25950000;-264;217;-14;3;1
25978000;-255;247;28;22;1
26006000;-237;221;16;16;1
26034000;-227;167;-27;-8;1
26062000;-222;205;13;4;1
26090000;-225;224;31;12;1
26118000;-234;163;-47;-21;1
26146000;-240;220;12;13;1
26174000;-250;242;27;11;1
26201000;-280;184;-68;-37;1
26229000;-327;256;-33;-46;1
26257000;-374;240;-98;-71;1
26284000;-387;300;-38;-28;1
26312000;-360;315;23;6;1
26340000;-253;280;68;37;1
26368000;-143;223;113;110;1
26396000;20;95;130;129;1
26424000;94;-42;73;93;1
26453000;164;-66;88;79;1
26481000;243;-209;3;32;1
26509000;268;-168;90;65;1
26537000;279;-212;35;38;1
26564000;261;-271;-50;-26;1
26592000;217;-240;-58;-52;1
26620000;185;-225;-73;-42;1
26648000;153;-176;-49;-50;1
26675000;145;-152;-29;-33;1
26704000;147;-126;2;-7;1
26732000;159;-115;27;15;1
26760000;166;-165;-24;-16;1
26788000;167;-126;23;7;1
26816000;169;-130;19;6;1
26844000;177;-149;5;-2;1
26872000;179;-168;-13;-7;1
26900000;212;-193;5;7;1
26928000;335;-119;198;107;1
26956000;461;-329;71;119;1
26983000;556;-397;-6;41;1
27011000;547;-383;9;19;1
27039000;477;-371;-21;-6;1
27067000;348;-366;-72;-56;1
27094000;272;-275;-43;-69;1
27122000;180;-230;-83;-73;1
27150000;125;-154;-51;-55;1
27178000;110;-110;-15;-36;1
27206000;117;-91;13;-7;1
27234000;137;-107;14;14;1
27262000;148;-108;24;11;1
27290000;138;-117;3;4;1
27318000;122;-109;-3;-2;1
27346000;106;-84;9;0;1
27374000;98;-67;21;-2;1
27403000;91;-75;4;5;1
27431000;95;-95;-6;4;1
27459000;123;-72;40;25;1
27486000;141;-88;34;28;1
27514000;155;-137;-2;14;1
27542000;126;-130;-23;0;1
27570000;77;-110;-48;-42;1
27598000;-26;-36;-67;-63;1
27626000;-67;15;-49;-52;1
27654000;-156;60;-87;-65;1
27682000;-209;173;-10;-35;1
27709000;-224;152;-49;-41;1
27737000;-252;174;-51;-50;1
27765000;-251;238;22;-9;1
27793000;-237;239;36;13;1
27821000;-222;211;19;18;1
27849000;-211;204;22;22;1
27876000;-219;159;13;-5;1
27904000;-234;201;-3;-2;1
27932000;-242;164;-53;-26;1
27959000;-248;239;26;-15;1
27987000;-252;233;15;8;1
28015000;-239;245;42;20;1
28043000;-214;230;50;33;1
28071000;-201;160;-20;8;1
28099000;-224;209;15;5;1
28127000;-273;182;-64;-38;1
28155000;-358;204;-124;-85;1
28183000;-434;339;-44;-67;1
28210000;-462;414;-36;-21;1
28238000;-433;402;28;-1;1
28266000;-361;324;10;-12;1
28294000;-230;295;108;88;1
28322000;-133;152;55;74;1
28350000;-59;128;87;79;1
28377000;-32;52;29;41;1
28406000;-37;32;0;9;1
28434000;-57;23;-31;-14;1
28462000;-97;51;-38;-33;1
28490000;-129;77;-41;-33;1
28518000;-163;127;-17;-21;1
28547000;-169;113;-39;-25;1
28576000;-175;212;65;19;1
28605000;-182;156;-3;19;1
28633000;-187;152;-13;2;1
28661000;-188;209;51;32;1
28689000;-182;199;53;36;1
28717000;-172;187;42;33;1
28745000;-145;143;18;21;1
28772000;-92;133;60;44;1
28800000;9;53;70;69;1
28829000;58;11;71;67;1
28857000;116;-49;59;62;1
28885000;164;-109;39;32;1
28912000;180;-128;40;16;1
28940000;211;-141;-40;-6;1
28968000;282;-178;77;43;1
28996000;309;-228;47;19;1
29024000;296;-231;-64;-1;1
29052000;260;-212;16;-2;1
29080000;216;-207;-21;-43;1
29108000;165;-159;-17;-34;1
29135000;122;-135;-33;-40;1
29163000;114;-106;-7;-16;1
29190000;126;-121;-12;-11;1
29219000;140;-126;-4;2;1
29247000;164;-109;38;24;1
29275000;174;-136;45;24;1
29303000;163;-137;6;6;1
29331000;149;-154;-27;-21;1
29359000;153;-137;-4;10;1
29387000;216;-187;1;21;1
29415000;313;-155;134;82;1
29442000;443;-280;121;97;1
29470000;492;-380;13;49;1
29498000;514;-404;-14;6;1
29526000;437;-391;-11;4;1
29554000;310;-348;-90;-60;1
29581000;141;-263;-160;-108;1
29609000;49;-143;-90;-108;1
29637000;9;-38;-33;-62;1
29665000;11;-14;-4;-23;1
29693000;21;-3;17;13;1
29722000;54;-37;11;14;1
29750000;81;-20;58;39;1
29778000;114;-56;49;39;1
29806000;127;-87;26;17;1
29834000;142;-124;0;13;1
29863000;161;-142;-2;8;1
29891000;159;-127;13;17;1
29919000;147;-136;-8;0;1
29947000;127;-145;-39;-20;1
29975000;106;-122;-33;-24;1
30002000;86;-95;-23;-23;1
30030000;84;-80;-7;-8;1
30058000;86;-88;-14;-9;1
30086000;108;-78;19;17;1
30114000;120;-75;34;25;1
30141000;123;-101;7;21;1
30169000;120;-90;17;8;1
30197000;111;-91;7;-3;1
30225000;75;-71;-5;-6;1
30253000;26;-60;-42;-36;1
30281000;-17;-15;-34;-39;1
30309000;-48;6;-41;-35;1
30337000;-136;44;-86;-69;1
30364000;-186;146;-18;-53;1
30392000;-236;177;-33;-62;1
30420000;-255;233;12;-12;1
30447000;-247;217;2;-12;1
30475000;-229;228;32;4;1
30504000;-185;218;65;29;1
30532000;-152;155;25;28;1
30560000;-126;126;18;14;1
30588000;-133;95;-24;-2;1
30616000;-186;130;-36;-19;1
30644000;-225;162;-38;-31;1
30672000;-276;214;-30;-39;1
30700000;-292;222;-37;-36;1
30728000;-280;227;-19;-17;1
30756000;-266;204;-32;-16;1
30784000;-262;185;-50;-10;1
30811000;-278;222;-22;-17;1
30839000;-257;206;-20;9;1
30867000;-222;216;58;30;1
30895000;-168;171;27;33;1
30923000;-130;163;29;40;1
30951000;-98;102;19;28;1
30979000;-82;82;11;11;1
31007000;-68;60;0;0;1
31035000;-81;77;6;0;1
31063000;-95;56;-20;-17;1
31091000;-123;83;-28;-25;1
31119000;-158;126;-13;-27;1
31147000;-185;127;-39;-27;1
31174000;-204;155;-26;-22;1
31202000;-234;157;-54;-48;1
31230000;-242;192;-22;-10;1
31258000;-223;187;-8;4;1
31286000;-193;261;106;58;1
31314000;-173;185;38;41;1
31342000;-170;167;21;20;1
31370000;-167;148;2;3;1
31398000;-168;116;-34;-15;1
31426000;-166;214;45;37;1
31454000;-143;168;49;35;1
31482000;-125;124;17;27;1
31510000;-107;114;23;26;1
31537000;-76;124;66;30;1
31566000;-9;81;84;64;1
31594000;103;5;109;90;1
31622000;232;-126;87;106;1
31650000;331;-185;118;98;1
31678000;323;-317;-40;18;1
31706000;252;-297;-89;-42;1
31735000;194;-232;-110;-76;1
31763000;152;-182;-56;-51;1
31791000;126;-171;-70;-60;1
31819000;127;-131;-23;-31;1
31847000;164;-113;52;23;1
31875000;235;-162;49;45;1
31903000;325;-279;4;27;1
31931000;374;-318;8;27;1
31959000;459;-325;76;79;1
31987000;489;-341;57;78;1
32015000;459;-297;108;117;1
32043000;416;-323;44;62;1
32071000;351;-242;72;40;1
32099000;302;-263;0;0;1
32126000;247;-251;-76;-62;1
32155000;149;-170;-45;-68;1
32184000;65;-118;-69;-66;1
32213000;25;-55;-37;-44;1
32241000;32;-33;8;-10;1
32270000;51;-11;38;17;1
32298000;73;-43;33;28;1
32326000;111;-68;33;34;1
32353000;147;-113;17;27;1
32381000;161;-113;31;23;1
32409000;167;-126;23;23;1
32437000;158;-167;-33;-4;1
32465000;137;-112;8;-10;1
32493000;114;-113;-15;-10;1
32521000;108;-94;0;-6;1
32550000;103;-74;18;11;1
32578000;106;-91;1;-6;1
32606000;121;-89;19;17;1
32634000;141;-86;42;33;1
32662000;153;-121;14;11;1
32689000;166;-110;43;33;1
32718000;176;-138;17;15;1
32745000;170;-146;2;16;1
32773000;159;-177;-44;-22;1
32802000;146;-129;-1;-8;1
32830000;116;-112;-12;-9;1
32859000;70;-108;-53;-46;1
32888000;-13;-41;-61;-49;1
32917000;-42;9;-31;-30;1
32945000;-82;32;-50;-35;1
32973000;-103;65;-28;-32;1
33001000;-106;86;-7;-18;1
33029000;-108;92;-2;-6;1
33057000;-104;88;-3;9;1
33085000;-109;92;-3;-1;1
33112000;-115;86;-16;-9;1
33140000;-118;90;-15;-6;1
33168000;-137;81;-44;-25;1
33196000;-162;124;-20;-25;1
33224000;-186;104;-66;-45;1
33252000;-213;175;-12;-18;1
33280000;-223;176;-20;-21;1
33309000;-226;213;18;0;1
33337000;-219;208;19;7;1
33365000;-205;178;0;0;1
33393000;-197;162;-4;-12;1
33421000;-191;134;-37;-15;1
33449000;-218;225;40;3;1
33476000;-318;252;-28;-39;1
33504000;-392;260;-93;-34;1
33533000;-430;307;-77;-62;1
33562000;-417;228;-95;-111;1
33590000;-378;369;46;-17;1
33618000;-308;243;-29;-12;1
33647000;-244;229;19;13;1
33676000;-190;173;7;38;1
33705000;-187;162;-6;16;1
33733000;-192;175;8;11;1
33761000;-183;177;19;15;1
33790000;-158;156;21;18;1
33818000;-138;137;19;25;1
33846000;-114;124;27;26;1
33873000;-84;123;69;42;1
33901000;-50;60;18;31;1
33929000;-39;36;9;11;1
33958000;-28;27;2;5;1
33986000;-37;31;-7;-5;1
34014000;-46;23;-19;-13;1
34042000;-53;25;-24;-20;1
34070000;-59;51;-17;-13;1
34098000;-67;61;3;-1;1
34126000;-75;56;-10;-4;1
34154000;-76;66;0;-1;1
34182000;-80;71;1;0;1
34210000;-95;68;-16;-10;1
34237000;-117;57;-51;-25;1
34265000;-125;125;18;-6;1
34293000;-138;123;2;-2;1
34321000;-142;112;-13;-6;1
34349000;-143;92;-38;-18;1
34377000;-146;136;9;9;1
34405000;-140;130;9;0;1
34433000;-125;108;0;10;1
34461000;-123;120;14;19;1
34489000;-131;99;-17;8;1
34517000;-143;109;-18;4;1
34545000;-152;149;18;9;1
34573000;-136;159;46;33;1
34601000;-91;150;81;61;1
34629000;-2;52;92;80;1
34657000;83;-26;77;84;1
34685000;151;-103;32;53;1
34713000;181;-154;4;12;1
34741000;191;-192;-22;-10;1
34770000;216;-205;-19;1;1
34799000;209;-195;-14;-16;1
34827000;185;-179;-20;-15;1
34855000;153;-167;-38;-24;1
34883000;127;-153;-48;-52;1
34911000;97;-83;1;-27;1
34939000;97;-90;-6;-19;1
34967000;116;-86;17;3;1
34994000;139;-106;17;14;1
35022000;156;-136;0;17;1
35050000;189;-122;48;35;1
35078000;222;-175;21;33;1
35106000;256;-170;60;31;1
35134000;312;-263;10;24;1
35162000;377;-272;64;42;1
35190000;449;-363;31;31;1
35219000;480;-383;9;18;1
35247000;481;-330;70;32;1
35275000;424;-308;70;71;1
35303000;378;-316;15;22;1
35331000;297;-287;-32;-24;1
35359000;250;-266;-54;-50;1
35386000;208;-231;-56;-50;1
35415000;205;-188;-10;-23;1
35443000;199;-174;0;-11;1
35472000;181;-173;-17;-7;1
35500000;162;-186;-51;-31;1
35528000;137;-134;-16;-24;1
35556000;108;-122;-32;-19;1
35585000;76;-74;-8;-13;1
35613000;48;-49;-7;-19;1
35641000;34;-46;-18;-20;1
35670000;37;-24;10;-1;1
35698000;50;-24;22;11;1
35726000;66;-25;37;24;1
35754000;75;-64;2;11;1
35781000;91;-78;10;9;1
35809000;116;-86;17;28;1
35836000;145;-107;22;27;1
35864000;166;-91;62;47;1
35891000;186;-154;9;18;1
35919000;194;-191;-25;1;1
35947000;200;-169;5;4;1
35974000;193;-154;16;10;1
36002000;155;-142;-7;-14;1
36030000;120;-125;-23;-23;1
36058000;42;-91;-62;-45;1
36087000;-28;-20;-57;-63;1
36115000;-80;21;-56;-53;1
36143000;-150;90;-46;-46;1
36171000;-202;150;-30;-48;1
36198000;-249;168;-56;-47;1
36225000;-291;210;-49;-49;1
36254000;-296;241;-53;-46;1
36282000;-285;257;9;-20;1
36311000;-284;267;22;17;1
36340000;-308;259;-10;0;1
36367000;-359;305;-8;-14;1
36395000;-408;323;-37;-29;1
36424000;-496;398;7;-13;1
36452000;-568;390;-1;-20;1
36480000;-620;277;-131;-85;1
36508000;-654;396;5;-53;1
36536000;-663;345;-53;-52;1
36565000;-651;359;-37;-46;1
36594000;-598;358;-38;-39;1
36622000;-528;389;-2;-27;1
36650000;-421;334;11;-15;1
36678000;-247;353;158;64;1
36706000;-4;174;195;184;1
36734000;244;-82;149;173;1
36762000;384;-209;144;163;1
36790000;576;-284;123;129;1
36818000;655;-307;96;94;1
36846000;663;-332;68;58;1
36874000;645;-342;56;49;1
36902000;669;-356;40;63;1
36930000;663;-387;4;31;1
36958000;628;-359;37;39;1
36986000;550;-393;-1;20;1
37014000;494;-391;10;24;1
37042000;413;-381;-24;-25;1
37070000;288;-307;-64;-51;1
37099000;183;-262;-117;-88;1
37127000;79;-126;-65;-85;1
37154000;-14;-67;-91;-82;1
37181000;-89;14;-72;-76;1
37209000;-161;52;-101;-84;1
37238000;-288;171;-91;-91;1
37267000;-385;260;-86;-94;1
37295000;-482;272;-137;-133;1
37324000;-542;327;-73;-78;1
37353000;-586;328;-72;-64;1
37381000;-593;303;-101;-86;1
37410000;-604;378;-15;-41;1
37438000;-608;357;-39;-46;1
37466000;-604;394;3;-32;1
37494000;-604;278;-130;-85;1
37522000;-559;308;-95;-59;1
37550000;-490;389;-2;-32;1
37577000;-422;337;-34;-47;1
37605000;-224;331;156;87;1
37632000;-2;139;156;151;1
37660000;135;1;136;150;1
37687000;277;-87;177;170;1
37716000;390;-211;147;150;1
37744000;509;-322;79;130;1
37772000;585;-393;86;57;1
37800000;615;-318;84;67;1
37828000;611;-363;61;52;1
37856000;622;-423;-36;-5;1
37883000;603;-338;61;33;1
37911000;574;-286;121;99;1
37940000;507;-337;62;73;1
37968000;406;-445;-105;-46;1
37996000;325;-334;-58;-43;1
38024000;209;-273;-104;-82;1
38052000;79;-174;-120;-111;1
38079000;-38;-64;-111;-123;1
38107000;-127;16;-109;-110;1
38135000;-214;146;-46;-71;1
38164000;-301;193;-79;-82;1
38192000;-355;212;-111;-62;1
38221000;-418;327;-42;-57;1
38249000;-446;350;-43;-67;1
38277000;-468;390;-1;-21;1
38304000;-524;305;-99;-73;1
38333000;-559;355;-41;-59;1
38361000;-573;385;-7;-15;1
38389000;-590;334;-65;-63;1
38417000;-577;358;-38;-73;1
38445000;-513;352;-45;-70;1
38473000;-445;319;-78;-59;1
38500000;-379;304;-29;-15;1
38528000;-244;302;102;51;1
38556000;-132;172;64;85;1
38584000;-46;123;94;92;1
38613000;39;19;61;70;1
38640000;142;-72;59;69;1
38668000;258;-136;102;96;1
38696000;410;-249;123;99;1
38724000;510;-236;178;170;1
38752000;580;-342;56;96;1
38780000;655;-355;41;67;1
38808000;648;-334;65;76;1
38836000;683;-358;38;68;1
38865000;697;-412;-23;19;1
38893000;656;-350;47;36;1
38921000;588;-299;106;96;1
38948000;480;-382;10;35;1
38976000;385;-404;-78;-36;1
39004000;308;-325;-65;-98;1
39032000;132;-239;-142;-115;1
39060000;24;-131;-126;-118;1
39088000;-82;-16;-100;-102;1
39116000;-187;53;-126;-115;1
39143000;-255;134;-100;-95;1
39171000;-302;194;-78;-64;1
39200000;-367;262;-66;-59;1
39228000;-430;312;-71;-85;1
39256000;-458;366;-29;-34;1
39284000;-474;402;12;-2;1
39312000;-490;342;-131;-62;1
39340000;-506;348;-49;-89;1
39367000;-502;311;-92;-89;1
39395000;-501;280;-128;-82;1
39423000;-483;301;-103;-92;1
39451000;-425;372;1;-39;1
39479000;-336;353;69;13;1
39507000;-215;268;92;74;1
39535000;-86;235;183;136;1
39564000;20;106;142;143;1
39592000;81;11;56;89;1
39620000;183;-97;72;85;1
39648000;278;-192;93;97;1
39675000;388;-225;129;107;1
39703000;466;-353;44;66;1
39731000;524;-309;94;85;1
39759000;567;-313;90;81;1
39786000;590;-335;30;59;1
39815000;573;-314;88;74;1
39843000;554;-348;49;78;1
39871000;510;-375;18;35;1
39898000;420;-300;75;41;1
39926000;334;-329;-43;-5;1
39954000;232;-346;-165;-81;1
39982000;94;-197;-131;-143;1
40010000;-59;-44;-109;-124;1
40038000;-178;65;-104;-102;1
40067000;-259;177;-56;-89;1
40095000;-352;272;-39;-65;1
40123000;-435;273;-121;-116;1
40151000;-498;352;-45;-78;1
40179000;-552;380;-13;-55;1
40207000;-590;322;-79;-68;1
40234000;-610;381;-11;-24;1
40262000;-612;327;-73;-65;1
40290000;-599;367;-27;-58;1
40317000;-521;315;-87;-59;1
40346000;-396;282;-71;-76;1
40374000;-195;362;220;128;1
40402000;11;167;203;182;1
40430000;205;-37;162;180;1
40458000;352;-189;134;158;1
40486000;534;-308;95;120;1
40514000;627;-362;33;74;1
40542000;657;-277;131;102;1
40570000;689;-358;38;85;1
40599000;679;-327;73;64;1
40627000;601;-413;-24;1;1
40655000;495;-383;9;20;1
40682000;282;-354;-124;-75;1
40709000;4;-194;-218;-180;1
40737000;-165;-69;-245;-211;1
40766000;-303;144;-138;-181;1
40794000;-518;296;-109;-140;1
40821000;-575;350;-47;-80;1
40849000;-619;348;-49;-69;1
40878000;-607;371;-23;-39;1
40906000;-510;384;-8;-9;1
40934000;-421;330;12;-8;1
40963000;-261;275;117;82;1
40991000;-62;190;156;156;1
41019000;93;67;196;182;1
41047000;293;-141;130;151;1
41075000;426;-246;143;153;1
41103000;548;-323;78;91;1
41131000;623;-296;109;91;1
41158000;656;-299;106;108;1
41186000;620;-357;39;63;1
41213000;559;-361;34;42;1
41241000;416;-333;33;29;1
41270000;308;-271;-3;13;1
41298000;150;-209;-89;-87;1
41326000;65;-137;-92;-92;1
41354000;-21;-44;-72;-88;1
41382000;-45;27;-14;-31;1
41410000;-63;45;-11;-21;1
41438000;-67;61;2;-8;1
41467000;-76;67;0;-7;1
41495000;-85;61;-15;-12;1
41523000;-99;75;-13;-16;1
41551000;-111;55;-48;-24;1
41578000;-142;112;-13;-23;1
41606000;-162;104;-42;-24;1
41634000;-200;175;1;-21;1
41661000;-224;164;-35;-25;1
41689000;-242;180;-35;-27;1
41718000;-255;177;-51;-33;1
41746000;-264;177;-61;-34;1
41774000;-275;264;28;-3;1
41803000;-303;254;-11;-18;1
41831000;-320;255;-27;-23;1
41859000;-338;296;1;2;1
41886000;-347;326;27;7;1
41913000;-361;267;-54;-22;1
41941000;-376;318;-10;-34;1
41969000;-354;238;-80;-65;1
41998000;-310;334;73;27;1
42026000;-249;233;18;38;1
42054000;-190;210;50;42;1
42081000;-150;181;58;50;1
42110000;-65;125;77;68;1
42137000;26;56;91;87;1
42165000;125;-6;118;98;1
42192000;287;-198;59;74;1
42220000;438;-253;147;140;1
42248000;554;-319;83;113;1
42276000;678;-357;39;76;1
42305000;772;-362;33;57;1
42333000;794;-371;23;3;1
42361000;727;-362;33;15;1
42389000;593;-361;48;48;1
42417000;326;-293;-10;-8;1
42445000;1;-178;-203;-154;1
42474000;-189;-40;-184;-197;1
42502000;-388;149;-217;-194;1
42530000;-501;282;-125;-144;1
42557000;-629;304;-100;-105;1
42585000;-737;359;-37;-60;1
42613000;-777;370;30;-7;1
42641000;-733;361;-34;-25;1
42670000;-645;357;-39;-36;1
42698000;-446;282;-122;-79;1
42726000;-182;299;161;82;1
42754000;104;171;301;219;1
42782000;310;-58;244;261;1
42810000;499;-278;130;189;1
42838000;667;-384;8;60;1
42866000;759;-384;8;24;1
42894000;796;-387;4;14;1
42921000;748;-371;23;18;1
42949000;647;-357;39;39;1
42977000;461;-280;128;95;1
43005000;230;-309;-124;-79;1
43033000;39;-173;-159;-149;1
43061000;-131;-43;-180;-175;1
43089000;-324;146;-156;-159;1
43117000;-505;263;-147;-143;1
43144000;-616;356;-40;-81;1
43173000;-701;303;-101;-88;1
43201000;-759;334;-65;-93;1
43229000;-737;362;-33;-40;1
43257000;-663;381;-11;-25;1
43285000;-522;319;-83;-56;1
43314000;-268;354;138;59;1
43343000;-10;201;220;203;1
43371000;357;-29;323;287;1
43399000;552;-284;123;220;1
43427000;707;-340;59;105;1
43456000;816;-320;82;76;1
43484000;859;-379;14;24;1
43512000;816;-364;31;5;1
43540000;658;-339;60;13;1
43568000;355;-324;-17;10;1
43596000;77;-295;-312;-201;1
43624000;-192;-41;-239;-239;1
43652000;-382;149;-210;-237;1
43680000;-573;351;-46;-126;1
43708000;-667;308;-31;-64;1
43735000;-736;396;5;-28;1
43763000;-786;405;15;6;1
43791000;-718;316;-86;-59;1
43819000;-543;278;-130;-114;1
43848000;-313;331;67;-8;1
43876000;70;168;264;200;1
43904000;258;-144;185;215;1
43932000;556;-275;133;193;1
43959000;738;-368;26;79;1
43988000;799;-328;72;71;1
44016000;885;-342;56;72;1
44044000;842;-391;0;41;1
44072000;690;-440;-56;-23;1
44100000;445;-362;28;9;1
44127000;215;-382;-223;-114;1
44155000;-62;-128;-209;-192;1
44183000;-203;9;-263;-225;1
44211000;-419;199;-190;-180;1
44238000;-527;319;8;-63;1
44266000;-626;358;-38;-31;1
44294000;-656;388;-3;-4;1
44322000;-687;372;-22;-24;1
44349000;-671;330;-70;-46;1
44378000;-602;321;-80;-68;1
44406000;-543;304;-100;-79;1
44434000;-421;313;-6;-39;1
44462000;-166;314;194;110;1
44490000;103;99;217;207;1
44518000;333;-48;278;247;1
44547000;588;-281;126;164;1
44575000;734;-333;67;82;1
44603000;842;-304;100;106;1
44631000;861;-381;11;38;1
44659000;784;-401;-11;7;1
44686000;532;-386;6;5;1
44714000;248;-376;-183;-84;1
44742000;-109;-172;-306;-259;1
44770000;-337;42;-289;-282;1
44798000;-504;305;-99;-181;1
44826000;-607;361;-34;-78;1
44854000;-629;411;22;-3;1
44882000;-612;329;-71;-47;1
44910000;-551;407;18;-17;1
44938000;-382;362;33;-1;1
44967000;-278;313;150;101;1
44995000;-60;215;186;153;1
45023000;242;1;243;223;1
45050000;455;-226;220;212;1
45078000;683;-332;68;121;1
45107000;784;-359;37;67;1
45134000;763;-374;19;50;1
45162000;609;-387;4;33;1
45190000;477;-408;-19;7;1
45219000;120;-261;-292;-197;1
45247000;-216;-38;-260;-252;1
45275000;-374;167;-182;-207;1
45303000;-596;321;-80;-131;1
45332000;-679;328;-72;-74;1
45360000;-714;365;-30;-45;1
45388000;-700;389;-2;-26;1
45417000;-601;301;-103;-68;1
45445000;-428;354;-21;-54;1
45473000;-215;317;148;131;1
45501000;86;151;259;219;1
45529000;261;-64;208;207;1
45557000;506;-291;115;168;1
45585000;645;-396;-5;50;1
45613000;717;-307;96;69;1
45641000;700;-340;59;78;1
45669000;642;-373;17;33;1
45697000;496;-399;-8;12;1
45725000;324;-382;-114;-69;1
45754000;216;-278;-103;-106;1
45783000;127;-173;-71;-85;1
45811000;68;-89;-33;-58;1
45839000;20;-58;-46;-52;1
45866000;-4;-11;-16;-31;1
45895000;-6;-1;-7;-8;1
45924000;-2;11;10;1;1
45953000;-15;1;-14;-8;1
45981000;-97;27;-66;-47;1
46009000;-151;57;-96;-80;1
46037000;-230;155;-51;-73;1
46066000;-318;226;-100;-75;1
46094000;-404;245;-122;-94;1
46122000;-450;395;47;-5;1
46150000;-509;356;-40;-49;1
46178000;-566;342;-56;-39;1
46206000;-569;348;-49;-39;1
46234000;-557;301;-103;-95;1
46262000;-564;359;-37;-59;1
46290000;-535;359;-37;-59;1
46318000;-455;348;-49;-61;1
46346000;-374;286;-45;-46;1
46375000;-206;281;116;89;1
46404000;-33;205;202;165;1
46432000;135;38;179;180;1
46460000;213;-146;45;83;1
46488000;221;-212;-22;1;1
46517000;215;-209;-24;-18;1
46545000;185;-204;-48;-30;1
46573000;166;-176;-35;-31;1
46601000;142;-129;-5;-18;1
46628000;133;-117;-1;-7;1
46655000;115;-129;-37;-33;1
46683000;109;-129;-38;-27;1
46711000;112;-77;23;0;1
46739000;133;-82;38;17;1
46767000;192;-97;81;46;1
46795000;337;-170;142;99;1
46822000;466;-235;179;129;1
46850000;635;-368;26;92;1
46879000;701;-361;34;55;1
46907000;683;-388;3;26;1
46935000;558;-371;23;20;1
46963000;388;-287;58;59;1
46991000;166;-254;-125;-71;1
47019000;-7;-132;-159;-134;1
47047000;-88;-8;-97;-117;1
47074000;-109;59;-41;-63;1
47102000;-99;91;5;-8;1
47129000;-65;67;20;17;1
47157000;-22;44;28;21;1
47185000;5;8;14;18;1
47213000;-2;1;-1;5;1
47241000;1;0;1;1;1
47269000;0;0;0;-1;1
47297000;-1;0;-1;0;1
47325000;-6;12;7;0;1
47353000;-25;2;-23;-12;1
47381000;-54;10;-42;-31;1
47409000;-90;33;-52;-35;1
47437000;-158;76;-70;-56;1
47465000;-228;129;-80;-71;1
47492000;-288;180;-81;-58;1
47520000;-302;264;1;-7;1
47547000;-284;254;7;-6;1
47575000;-255;260;43;14;1
47603000;-234;227;26;23;1
47631000;-218;181;-10;11;1
47659000;-214;213;30;13;1
47687000;-205;203;27;30;1
47715000;-195;153;-19;4;1
47743000;-196;156;-17;-7;1
47771000;-192;182;17;-1;1
47800000;-183;200;11;20;1
47828000;-174;165;18;20;1
47856000;-175;169;19;5;1
47884000;-183;160;0;3;1
47912000;-188;186;25;26;1
47939000;-186;201;4;13;1
47966000;-170;147;-1;1;1
47994000;-144;152;30;13;1
48022000;-108;110;17;26;1
48050000;-96;81;2;10;1
48079000;-82;101;33;16;1
48107000;-81;77;6;4;1
48135000;-86;78;0;-1;1
48163000;-101;88;0;3;1
48191000;-122;93;-15;-6;1
48219000;-132;101;-16;-12;1
48247000;-128;102;-11;-12;1
48275000;-121;137;35;17;1
48303000;-108;96;1;12;1
48331000;-84;90;18;20;1
48358000;-38;84;58;43;1
48386000;4;32;41;38;1
48414000;9;4;14;21;1
48442000;37;-1;36;25;1
48470000;69;-27;37;38;1
48498000;99;-57;21;29;1
48527000;157;-127;11;21;1
48554000;199;-181;-8;9;1
48581000;225;-205;-9;-1;1
48609000;232;-225;-26;-13;1
48637000;238;-166;47;17;1
48665000;236;-195;12;17;1
48693000;232;-204;-1;-8;1
48721000;223;-195;-1;-11;1
48749000;216;-208;-23;-27;1
48777000;205;-184;-6;-4;1
48804000;192;-193;-29;-16;1
48832000;197;-173;-1;-10;1
48860000;197;-148;27;14;1
48888000;200;-178;-4;-1;1
