Timestamp;yaw_angvel_10;pix_x_v_filter_10;tar_v_ronghe;tar_v_ronghe_filter;armor_sign
48916000;194;-182;-14;-19;1
48944000;169;-159;-13;-12;1
48971000;139;-137;-17;-20;1
48999000;100;-106;-21;-29;1
49027000;76;-101;-39;-36;1
49055000;58;-50;0;-10;1
49083000;48;-46;-4;-8;1
49111000;42;-32;5;0;1
49139000;30;-30;-3;-3;1
49166000;18;-23;-8;-8;1
49194000;13;-11;0;-3;1
49222000;29;-24;2;5;1
49250000;55;-22;29;19;1
49277000;77;-31;41;32;1
49305000;114;-80;22;31;1
49333000;170;-105;50;47;1
49362000;205;-149;-3;23;1
49390000;239;-181;31;38;1
49418000;238;-172;24;24;1
49446000;205;-207;-32;-12;1
49474000;155;-162;-39;-28;1
49502000;79;-133;-73;-69;1
49530000;6;-53;-54;-56;1
49559000;-24;2;-22;-42;1
49587000;-68;23;-41;-40;1
49615000;-121;72;-47;-47;1
49643000;-173;103;-55;-51;1
49670000;-206;149;-35;-50;1
49698000;-217;240;58;-6;1
49726000;-201;184;10;17;1
49754000;-164;154;12;19;1
49782000;-138;194;84;44;1
49810000;-115;113;26;38;1
49838000;-78;89;23;27;1
49866000;-46;50;11;18;1
49895000;-20;39;24;20;1
49923000;4;11;17;19;1
49951000;2;1;3;8;1
49980000;7;0;-6;1;1
50008000;6;-2;3;2;1
50036000;6;-5;0;1;1
50064000;3;-1;0;1;1
50091000;1;0;1;1;1
50119000;0;0;0;0;1
50147000;0;0;0;0;1
50175000;0;0;0;-1;1
50203000;1;0;1;0;1
50231000;0;0;0;0;1
50259000;-3;0;-3;0;1
50287000;0;0;0;0;1
50315000;0;0;0;0;1
50344000;-1;0;-1;-1;1
50372000;0;2;1;0;1
50400000;0;3;2;0;1
50428000;3;-11;-9;-3;1
50455000;6;-1;5;1;1
50483000;7;0;7;4;1
50511000;5;0;5;0;1
50539000;7;-2;5;2;1
50567000;6;0;6;5;1
50596000;8;-2;5;3;1
50623000;2;-4;-2;-1;1
50651000;0;-1;0;0;1
50679000;3;0;3;2;1
50707000;4;0;4;2;1
50736000;0;0;0;0;1
50764000;1;0;1;1;1
50793000;3;-7;-4;-3;1
50821000;8;-1;7;3;1
50849000;11;-4;7;5;1
50877000;5;-9;-4;1;1
50906000;-1;-3;-5;-1;1
50935000;0;0;0;-1;1
50963000;1;0;1;0;1
50992000;18;-14;2;7;1
51020000;48;-15;31;19;1
51049000;113;-37;92;62;1
51078000;172;-104;73;74;1
51106000;183;-137;26;56;1
51135000;146;-105;25;23;1
51162000;49;-39;4;2;1
51189000;45;-5;40;28;1
51218000;57;0;57;48;1
51246000;75;0;75;69;1
51274000;97;0;97;91;1
51302000;183;0;183;150;1
51329000;236;0;236;200;0
51356000;287;-31;251;224;0
51384000;314;-11;301;271;0
51411000;272;-4;268;272;0
51440000;201;-1;200;234;0
51467000;168;0;168;174;0
51495000;70;0;70;133;0
51523000;-12;0;-12;49;0
51551000;-12;0;-12;8;0
51580000;-10;0;-9;-3;0
51608000;-2;0;-2;-3;0
51637000;1;0;1;0;0
51665000;-1;0;-1;0;0
51694000;0;0;0;0;0
51723000;0;0;0;0;0
51752000;0;0;0;0;0
51780000;-1;0;-1;0;0
51808000;1;0;1;0;0
51835000;1;0;1;0;0
51863000;-1;0;-1;0;0
51890000;0;0;0;0;0
51918000;0;0;0;0;0
51946000;0;0;0;0;0
51973000;-2;0;-2;-1;0
52001000;1;0;0;0;0
52029000;-1;0;-1;0;0
52057000;0;0;0;0;0
52085000;-1;0;-1;0;0
52113000;-1;0;-1;0;0
52141000;0;0;0;0;0
52169000;-1;0;-1;0;0
52197000;3;0;3;1;0
52225000;0;0;0;0;0
52253000;-1;0;-1;0;0
52280000;0;0;0;0;0
52308000;0;0;0;0;0
52336000;0;0;0;0;0
52364000;1;0;1;0;0
52392000;1;0;0;0;0
52420000;0;0;0;0;0
52447000;0;0;0;0;0
52474000;1;0;1;0;0
52502000;-2;0;0;0;0
52530000;1;0;1;0;0
52558000;-1;0;-1;0;0
52586000;-2;0;-2;-1;0
52614000;2;0;0;0;0
52642000;0;0;0;0;0
52670000;0;0;0;0;0
52698000;-1;0;-1;0;0
52726000;-1;0;-1;0;0
52753000;2;0;0;0;0
52781000;0;0;0;0;0
52809000;0;0;0;0;0
52837000;-1;0;-1;0;0
52865000;-1;0;-1;-1;0
52894000;0;0;0;0;0
52922000;0;0;0;0;0
52950000;0;0;0;0;0
52978000;0;0;0;0;0
53006000;1;0;1;0;0
53034000;-2;0;-2;-1;0
53062000;1;0;1;0;0
53090000;0;0;0;0;0
53118000;-1;0;-1;0;0
53146000;0;0;0;0;0
53175000;-1;0;-1;0;0
53203000;1;0;1;0;0
53231000;0;0;0;0;0
53259000;0;0;0;0;0
53287000;1;0;1;0;0
53315000;0;0;0;0;0
53344000;-2;0;-2;-1;0
53372000;0;0;0;0;0
53400000;1;0;1;0;0
53428000;-1;0;-1;0;0
53456000;0;0;0;0;0
53483000;1;0;1;0;0
53512000;0;0;0;0;0
53540000;-1;0;-1;0;0
53567000;0;0;0;0;0
53595000;-1;0;-1;0;0
53623000;1;0;1;0;0
53651000;-1;0;-1;0;0
53679000;0;0;0;0;0
53708000;0;0;0;0;0
53736000;0;0;0;0;0
53764000;0;0;0;0;0
53793000;-1;0;0;0;0
53821000;0;0;0;0;0
53849000;0;0;0;1;0
53878000;0;0;0;0;0
53905000;1;0;1;1;0
53933000;0;0;0;0;0
53961000;0;0;0;0;0
53989000;0;0;0;0;0
54017000;0;0;0;0;0
54045000;0;0;0;0;0
54072000;-1;0;-1;0;0
54100000;0;0;0;0;0
54128000;0;0;0;0;0
54156000;-1;0;-1;0;0
54184000;0;0;0;0;0
54212000;0;0;0;0;0
54240000;0;0;0;0;0
54268000;0;0;0;0;0
54295000;0;0;0;0;0
54323000;0;0;0;0;0
54351000;1;0;1;0;0
54380000;-1;0;-1;0;0
54409000;0;0;0;0;0
54437000;3;0;-2;0;0
54465000;0;0;0;0;0
54493000;0;0;0;0;0
54521000;1;0;1;0;0
54549000;0;0;0;0;0
54577000;-1;0;-1;0;0
54605000;0;0;0;0;0
54632000;0;0;0;0;0
54660000;-3;0;-3;-1;0
54688000;0;0;-1;-1;0
54716000;-3;0;-3;-2;0
